CSNo,SANo,IDate,DLine,CVer,CVerDate,CVerNote,PVer,PVerDate,PVerNote,NewInq,ModiC1,ModiC2,PreBy,RecBy,CustID,Enduser,Event,Demand,PartNo,PartName,PartMaker,Model,EstQty,EstTime,EstFDeli,EstFQty,SKind,PKind,OD,ID,WT,L,AdjOD,AdjID,AdjWT,AdjL,PipeGrade,Notes,CoilMaker,CProcess,InBead,SurfLevel,SurfTreat,Straight,Flaring,Flattening90,Flattening,SQWSPost,SQConR,PPunch,PackASQty,PackPCQty,Density,PackUnit,PackASNote,PackPCNote,ASPICNote,PipeEdgeValue,PipeEdgeNote
77777777,,11/29/2018 0:00,12/1/2018 0:00,1,11/29/2018 0:00,Change Coil trader from VNPC to HTV,,,,New,0,0,(Công),(V Anh),LEG,,,,,,,,,,,,Round,EG,25.4,,1,5100,,,,,SUS409L,". Change Coil trader from VNPC to HTV, please confirm Specification of Posco VST (HTV) is satisfy for this pipe?",,,IBC,B2,,,,,,,,,,,,Pcs/bundle,,,,AS,
